#{"t_start": 1654772325.4550774, "env_id": null}
r,l,t
11.112245,13,0.184668
12.877551,16,0.208262
6.6122446,22,0.2503
-18.5,11,0.265314
-21.0,16,0.367364
-24.0,22,0.367364
2.0204086,32,0.482216
17.010204,11,0.56578
-17.5,9,0.643011
-64.5,101,0.805783
13.193877,17,0.936361
-64.5,101,1.088202
-64.5,101,1.088202
-17.0,8,1.135076
1.969388,37,1.208241
-22.0,18,1.224296
12.561225,15,1.32355
-64.5,101,1.370414
-24.5,23,1.370414
13.336735,11,1.43856
-21.0,16,1.43856
-22.0,18,1.569137
-43.5,61,1.776899
-64.5,101,1.835416
9.377551,23,1.924074
-20.5,15,1.924074
-64.5,101,2.087747
10.234694,27,2.109116
13.112245,9,2.174407
-64.5,101,2.238092
14.377551,13,2.270989
12.969388,15,2.321179
-23.0,20,2.375046
8.612245,18,2.439891
8.112245,19,2.556338
-64.5,101,2.598692
9.612245,16,2.712362
-26.5,27,2.740458
-64.5,101,2.771708
-31.0,36,2.976186
-64.5,101,3.007436
6.2040815,22,3.094724
-64.5,101,3.293485
-64.5,101,3.355985
11.877551,18,3.459084
-25.5,25,3.459084
-64.5,101,3.657428
5.377551,31,3.673053
11.428572,14,3.760243
-64.5,101,3.760243
-23.0,20,3.810677
-25.5,25,3.928576
-22.0,18,3.928576
17.510204,10,3.97695
-64.5,101,4.107909
14.744898,9,4.154783
4.6122446,26,4.303105
-64.5,101,4.355384
-19.0,12,4.371008
-64.5,101,4.492866
-26.5,27,4.524106
-64.5,101,4.545219
10.612245,14,4.576446
-22.0,18,4.657681
-22.5,19,4.677872
-18.0,10,4.725267
-35.5,45,4.84332
9.285714,24,4.911313
-64.5,101,4.990651
-64.5,101,5.323451
-64.5,101,5.406157
-64.5,101,5.47404
-19.5,13,5.55715
-64.5,101,5.55715
10.112245,15,5.644713
9.877551,22,5.697206
9.744898,19,5.829511
-64.5,101,5.944512
-64.5,101,6.062504
15.010204,15,6.157439
-64.5,101,6.314112
-64.5,101,6.460116
-19.0,12,10.349116
-64.5,101,10.38219
-64.5,101,10.584232
-30.5,35,10.598269
13.561225,13,10.660758
14.061225,12,10.728687
-64.5,101,10.728687
12.112245,11,10.791188
-20.5,15,10.875837
-64.5,101,10.934261
-24.5,23,10.996761
-64.5,101,11.214219
-30.5,35,11.245468
-64.5,101,11.32904
-22.0,18,11.347942
7.969388,25,11.359953
11.010204,23,11.4731
-29.5,33,11.53816
-64.5,101,11.561181
7.744898,23,11.616232
8.612245,18,11.674284
-26.5,27,11.707313
8.336735,21,11.748467
-19.0,12,11.791492
-26.5,27,11.89882
-28.5,31,11.966817
-64.5,101,11.966817
3.6122446,28,12.068287
-23.0,20,12.080298
-18.0,10,12.131113
-27.5,29,12.13912
13.877551,14,12.169147
-19.5,13,12.200215
13.877551,14,12.215829
-21.0,16,12.262704
-64.5,101,12.27833
14.693877,14,12.299485
-64.5,101,12.814043
-64.5,101,12.873562
-64.5,101,12.89358
15.285714,12,12.89358
-64.5,101,12.916236
-18.5,11,12.989816
-23.0,20,13.025849
13.520409,9,13.082901
-31.5,37,13.308105
10.285714,22,13.453237
-64.5,101,13.510289
-64.5,101,13.530308
-22.5,19,13.567341
18.234694,11,13.583356
10.704082,13,13.614384
-64.5,101,13.627395
-19.0,12,13.648414
