#{"t_start": 1654724112.6561732, "env_id": null}
r,l,t
6.142857,16,0.183165
-26.0,26,0.270245
-19.5,13,0.356322
-23.5,21,0.518469
-18.5,11,0.609553
-22.5,19,0.746742
-64.5,101,0.82486
-64.5,101,0.82486
-64.5,101,0.950084
-29.0,32,0.981129
1.6428571,25,1.008216
8.571428,14,1.046254
-21.0,16,1.095598
-22.0,18,1.143642
-20.5,15,1.160658
-21.0,16,1.224715
-18.5,11,1.234725
7.642857,13,1.311795
13.5,7,1.355834
-20.0,14,1.463932
-64.5,101,1.59305
11.071428,9,1.669119
-64.5,101,1.938778
-64.5,101,2.007758
-19.0,12,2.087872
-64.5,101,2.230716
8.857142,22,2.241718
-22.0,18,2.38092
-23.0,20,2.405115
-64.5,101,2.421131
-18.5,11,2.499202
8.0,18,2.528228
14.285714,14,2.537236
-23.5,21,2.669356
-64.5,101,2.683369
1.5714283,28,2.72841
-19.5,13,2.782459
-33.5,41,2.791467
6.0,22,2.830502
-22.0,18,2.855525
-22.0,18,2.924587
4.642857,19,3.062713
6.9285717,23,3.225862
2.5714283,26,3.407026
-64.5,101,3.506116
-64.5,101,3.559164
-64.5,101,3.585188
-25.5,25,3.694287
-24.0,22,3.746334
6.9285717,23,3.847426
-22.5,19,3.872449
-24.0,22,3.990556
12.5,9,4.047608
-64.5,101,4.098655
-19.5,13,4.130683
-18.0,10,4.194741
-64.5,101,4.232775
2.9285717,31,4.467989
-20.0,14,4.560074
-64.5,101,4.560074
-20.0,14,4.647152
6.642857,15,4.654158
6.142857,16,4.748243
-64.5,101,4.780273
-25.5,25,4.811301
7.5714283,16,4.848335
-64.5,101,4.874359
-21.0,16,4.911392
-19.5,13,4.954431
6.9285717,23,5.097562
-26.0,26,5.279727
-21.0,16,5.396833
-64.5,101,5.461892
-64.5,101,5.552974
-64.5,101,5.631046
-21.0,16,5.758161
-32.0,38,5.76817
8.0,18,5.886278
-25.0,24,6.073447
-64.5,101,6.168535
1.5,31,6.277633
-64.5,101,6.290645
-19.0,12,6.366714
-64.5,101,6.480818
-24.0,22,6.653975
-64.5,101,6.943237
-64.5,101,7.067351
-64.5,101,7.160435
-31.0,36,7.197469
-22.0,18,7.293555
-18.5,11,13.17074
-64.5,101,13.228794
-20.0,14,13.3449
-25.0,24,13.528065
-64.5,101,13.62015
-19.0,12,13.62015
-64.5,101,13.750268
-64.5,101,13.91942
7.9285717,21,14.071559
-64.5,101,14.31478
-64.5,101,14.31478
-64.5,101,14.437891
5.714286,14,14.541987
-64.5,101,14.748174
2.7857141,37,14.786208
-22.0,18,14.873287
-21.5,17,14.913323
-64.5,101,15.023423
-64.5,101,15.023423
-23.5,21,15.038437
-21.0,16,15.149539
-64.5,101,15.665006
-64.5,101,15.765097
-64.5,101,15.780111
-17.5,9,15.830156
-19.5,13,15.868191
-64.5,101,15.875197
7.142857,14,15.969282
-24.0,22,15.979291
9.0,16,15.979291
-21.0,16,16.100401
-22.5,19,16.116416
5.8571424,28,16.180474
7.642857,13,16.266552
-64.5,101,16.370647
-21.0,16,16.482267
-64.5,101,16.936684
-64.5,101,16.954701
-17.5,9,17.033773
-64.5,101,17.134865
10.857142,18,17.166894
-3.0714283,43,17.273991
-21.0,16,17.289005
-64.5,101,17.367076
-20.5,15,17.384091
0.0,34,17.392098
-23.5,21,17.445146
6.5714283,18,17.505201
9.5,15,17.561253
-22.5,19,17.651334
10.5,13,17.660341
11.0,12,17.737412
-22.5,19,17.798467
14.857142,10,17.813481
