#{"t_start": 1654724038.7107756, "env_id": null}
r,l,t
6.142857,16,0.187841
-26.0,26,0.256904
-19.5,13,0.338978
-23.5,21,0.486135
-18.5,11,0.57533
-22.5,19,0.714909
-64.5,101,0.803741
-64.5,101,0.803741
-64.5,101,0.918846
-29.0,32,0.958882
1.6428571,25,0.991912
8.571428,14,1.03395
-21.0,16,1.093004
-22.0,18,1.142048
-20.5,15,1.161065
-21.0,16,1.223122
-18.5,11,1.23213
7.642857,13,1.326215
13.5,7,1.379263
-20.0,14,1.486361
-64.5,101,1.600464
11.071428,9,1.673531
-64.5,101,1.968793
-64.5,101,2.039858
-19.0,12,2.138948
-64.5,101,2.322115
8.857142,22,2.332123
-22.0,18,2.462242
-23.0,20,2.484262
-64.5,101,2.498274
-18.5,11,2.566336
8.0,18,2.590358
14.285714,14,2.597364
-23.5,21,2.719476
-64.5,101,2.733488
1.5714283,28,2.783534
-19.5,13,2.835582
-33.5,41,2.842587
6.0,22,2.886627
-22.0,18,2.914653
-22.0,18,2.967701
4.642857,19,3.101822
6.9285717,23,3.250958
2.5714283,26,3.413105
-64.5,101,3.50719
-64.5,101,3.555235
-64.5,101,3.58426
-25.5,25,3.696363
-24.0,22,3.747409
6.9285717,23,3.846498
-22.5,19,3.872522
-24.0,22,3.984625
12.5,9,4.04668
-64.5,101,4.097727
-19.5,13,4.130757
-18.0,10,4.193814
-64.5,101,4.231849
2.9285717,31,4.45305
-20.0,14,4.555143
-64.5,101,4.555143
-20.0,14,4.663241
6.642857,15,4.672249
6.142857,16,4.774341
-64.5,101,4.80537
-25.5,25,4.837399
7.5714283,16,4.878436
-64.5,101,4.910465
-21.0,16,4.956507
-19.5,13,4.999546
6.9285717,23,5.142676
-26.0,26,5.33485
-21.0,16,5.439946
-64.5,101,5.495998
-64.5,101,5.57507
-64.5,101,5.646133
-21.0,16,5.744223
-32.0,38,5.751229
8.0,18,5.864331
-25.0,24,6.023476
-64.5,101,6.135579
1.5,31,6.255688
-64.5,101,6.271701
-19.0,12,6.35778
-64.5,101,6.476887
-24.0,22,6.660058
-64.5,101,6.876787
-64.5,101,7.000801
-64.5,101,7.087401
-31.0,36,7.118437
-22.0,18,7.204929
-18.5,11,18.526608
-64.5,101,18.577654
-20.0,14,18.685753
-25.0,24,18.865916
-64.5,101,18.957999
-19.0,12,18.957999
-64.5,101,19.090627
-64.5,101,19.272335
7.9285717,21,19.41346
-64.5,101,19.676704
-64.5,101,19.676704
-64.5,101,19.818832
5.714286,14,19.929933
-64.5,101,20.155249
2.7857141,37,20.19734
-22.0,18,20.292547
-21.5,17,20.327599
-64.5,101,20.436719
-64.5,101,20.436719
-23.5,21,20.452735
-21.0,16,20.561857
-64.5,101,21.030851
-64.5,101,21.119932
-64.5,101,21.132944
-17.5,9,21.175984
-19.5,13,21.213017
-64.5,101,21.220023
7.142857,14,21.323117
-24.0,22,21.330123
9.0,16,21.330123
-21.0,16,21.43722
-22.5,19,21.454235
5.8571424,28,21.525301
7.642857,13,21.607376
-64.5,101,21.706465
-21.0,16,21.807556
-64.5,101,22.193069
-64.5,101,22.206085
-17.5,9,22.26528
-64.5,101,22.376155
10.857142,18,22.409192
-3.0714283,43,22.520377
-21.0,16,22.533391
-64.5,101,22.610919
-20.5,15,22.626933
0.0,34,22.634941
-23.5,21,22.678981
6.5714283,18,22.728025
9.5,15,22.771064
-22.5,19,22.844131
10.5,13,22.851137
11.0,12,22.918198
-22.5,19,22.968243
14.857142,10,22.981255
-0.28571415,26,23.152411
6.5714283,18,23.287534
-64.5,101,23.287534
-64.5,101,23.296542
4.142857,20,23.428662
-26.5,27,23.469699
7.4285717,22,23.595813
6.4285717,24,23.647862
-64.5,101,23.673885
-18.5,11,23.752956
7.0,20,23.892082
-64.5,101,23.986168
-23.5,21,24.023201
-18.5,11,24.100271
-19.0,12,24.177342
-64.5,101,24.270426
-34.5,43,24.270426
-64.5,101,24.329479
-22.0,18,24.405549
-4.785714,35,24.424566
12.785714,17,24.516651
-20.5,15,24.641764
14.428572,8,24.699816
-64.5,101,25.005094
-64.5,101,25.059143
-18.0,10,25.130208
-64.5,101,25.150226
-18.5,11,25.230297
-22.0,18,25.261326
-64.5,101,25.424474
9.142857,10,25.492536
7.5714283,16,29.674345
-19.5,13,29.772435
-64.5,101,29.798458
