#{"t_start": 1654757257.962399, "env_id": null}
r,l,t
6.142857,16,0.203772
-26.0,26,0.269661
-19.5,13,0.37925
-23.5,21,0.53602
-18.5,11,0.622543
-22.5,19,0.783224
-64.5,101,1.364408
-64.5,101,1.364408
-19.5,13,1.380032
-19.5,13,1.462609
12.857142,14,1.478234
-64.5,101,1.478234
6.5714283,18,1.509485
-19.5,13,1.607141
7.642857,13,1.626158
0.21428585,25,1.721244
-24.5,23,1.818332
-19.5,13,1.838351
3.0,28,2.091181
-26.5,27,2.108585
-21.5,17,2.278716
13.357142,13,2.887269
-64.5,101,2.903867
3.642857,21,3.046622
-64.5,101,3.046622
8.357142,23,3.084718
-17.5,9,3.112744
-17.0,8,3.178804
-25.5,25,3.239846
4.4285717,28,3.387991
2.2142859,21,3.397
-64.5,101,3.418019
-20.0,14,3.512575
5.0,24,4.031226
4.5,25,4.034229
-22.0,18,4.1123
-20.0,14,4.133319
-19.0,12,4.186189
-64.5,101,4.300569
-28.5,31,4.435326
-64.5,101,5.637666
-64.5,101,5.757749
-22.5,19,5.798786
-64.5,101,5.929905
4.5,25,5.952927
-26.5,27,6.01298
-64.5,101,6.082043
8.5,17,6.150849
-27.0,28,6.177934
-3.9285717,39,6.950277
-64.5,101,7.217241
-64.5,101,7.373965
-64.5,101,7.474055
13.357142,13,7.577313
-64.5,101,8.187996
10.5,13,8.270528
-64.5,101,8.431145
-22.0,18,8.572831
-64.5,101,8.572831
-64.5,101,8.754997
-27.0,28,8.770621
-22.0,18,9.350472
-64.5,101,9.464227
-18.5,11,9.531079
4.714286,16,9.644835
-64.5,101,9.743029
-25.5,25,9.849215
12.928572,11,9.943476
-64.5,101,9.974725
-27.5,29,9.99035
8.5,17,10.535545
-64.5,101,10.566794
-23.0,20,10.598045
-23.0,20,10.613669
13.857142,12,10.711762
5.0714283,21,10.747399
13.428572,10,10.794272
-21.0,16,10.923622
2.5714283,26,10.965896
8.0,18,11.058443
-25.0,24,11.224185
-64.5,101,11.740318
3.2142859,19,11.791757
-64.5,101,11.807383
8.5,17,11.921732
7.5,19,11.937357
12.857142,14,12.041094
-21.0,16,12.077344
12.5,9,12.113075
-64.5,101,12.144323
-24.0,22,12.257904
-22.5,19,12.265911
-17.5,9,12.33197
5.214286,15,12.433109
-2.357143,33,12.500329
