#{"t_start": 1655370796.428925, "env_id": null}
r,l,t
16.214285,13,0.176851
3.2857141,16,27.821181
11.714285,22,27.856212
-18.5,11,27.869224
-21.0,16,27.961307
-24.0,22,27.961307
5.285714,32,28.077413
0.0714286,11,28.15148
-17.5,9,28.213471
-64.5,101,28.388631
-0.07142854,17,28.503736
-64.5,101,28.625846
-64.5,101,28.625846
-17.0,8,28.682898
-5.785714,37,28.727938
-22.0,18,28.74095
6.642857,15,28.834035
-64.5,101,28.864062
-24.5,23,28.871068
12.928572,11,28.930122
-21.0,16,28.930122
-22.0,18,29.034217
-43.5,61,29.221387
-64.5,101,29.274815
-0.21428585,23,29.374029
-20.5,15,29.374029
-64.5,101,29.520056
-12.214286,27,29.536785
18.214285,9,29.587932
-64.5,101,29.634806
4.785714,13,29.671437
5.214286,15,29.733887
-23.0,20,29.802265
13.714285,18,29.84914
13.214285,19,29.963916
-64.5,101,29.979541
14.714285,16,30.078681
-26.5,27,30.115305
-64.5,101,30.14657
-31.0,36,30.376113
-64.5,101,30.438612
13.142857,22,30.522738
-64.5,101,36.754179
-64.5,101,36.795216
2.2857141,18,36.913322
-25.5,25,36.913322
-64.5,101,37.098491
-4.214286,31,37.112504
12.857142,14,37.193577
-64.5,101,37.201585
-23.0,20,37.245624
-25.5,25,37.350465
-22.0,18,37.350465
0.5714286,10,37.418475
-64.5,101,37.582617
12.5,9,37.650568
9.714285,26,37.831945
-64.5,101,37.873316
-19.0,12,37.888941
-64.5,101,38.036773
-26.5,27,38.083617
-64.5,101,38.119777
15.714285,14,38.151429
-22.0,18,38.235028
-22.5,19,38.281903
-18.0,10,38.326917
-35.5,45,38.419703
-2.142857,24,38.501514
-64.5,101,38.586275
-64.5,101,38.905679
-64.5,101,38.999418
-64.5,101,39.067311
-19.5,13,39.152397
-64.5,101,39.152397
15.214285,15,39.246896
0.28571415,22,39.283421
7.5,19,39.404551
-64.5,101,39.503636
-64.5,101,39.619625
-1.9285715,15,39.723055
-64.5,101,39.900285
-64.5,101,40.083729
