#{"t_start": 1655474213.8927047, "env_id": null}
r,l,t
-37.5,91,0.365473
-41.0,98,0.401711
-93.5,201,0.792937
-93.5,201,0.792937
-93.5,201,1.151262
-93.5,201,1.180289
-73.5,163,1.441527
-93.5,201,1.566557
-51.5,119,1.643099
-51.5,119,1.871233
-93.5,201,1.921921
-83.0,182,2.375333
-93.5,201,2.497301
-93.5,201,2.701859
-93.5,201,2.74354
-58.0,132,2.941063
-93.5,201,3.051843
-73.0,162,3.298695
-93.5,201,3.405215
-63.5,143,3.435135
-93.5,201,3.701989
-63.0,142,3.749482
-23.5,15,3.803847
-93.5,201,4.032475
-93.5,201,4.066017
-43.0,96,4.112895
-60.0,136,4.172107
-56.5,129,4.574669
-93.5,201,4.720474
-93.5,201,4.736383
-93.5,201,4.831286
-83.5,183,5.15079
-42.0,100,5.162798
-64.0,144,5.217848
-93.5,201,5.393008
-47.5,111,5.569917
-47.5,111,5.569917
-45.5,107,5.796863
-93.5,201,5.96782
-93.5,201,6.266357
-96.5,201,6.266357
-93.5,201,6.502101
-93.5,201,6.655529
-93.5,201,6.945772
-94.5,201,6.952779
-93.5,201,7.150342
-94.5,201,7.300808
-56.0,124,7.352856
-93.5,201,7.614093
-94.5,201,7.819279
-41.0,98,7.938387
-93.5,201,7.971417
-115.5,201,8.028469
-93.5,201,8.523488
-90.0,196,8.623579
-93.5,201,8.675305
-106.5,201,8.721587
-106.5,201,9.173007
-93.5,201,9.274255
-95.5,201,9.321132
-93.5,201,9.372426
-62.5,141,9.64816
-96.5,201,9.9401
-94.5,201,9.971351
-94.5,201,10.018239
-56.5,129,10.055644
-78.5,173,10.474111
-70.5,149,10.489737
-93.5,201,10.63594
-97.5,201,10.714011
-54.5,93,10.806962
-72.5,161,11.020674
-75.0,166,11.150267
-55.0,126,11.201478
-93.5,201,11.363919
-62.5,141,11.52671
-56.0,128,11.623806
-34.0,84,11.900087
-93.5,201,11.900087
-93.5,201,12.043328
-93.5,201,12.176855
-46.0,108,12.246251
-93.5,201,12.539845
-70.5,157,12.555471
-81.5,179,12.764907
-93.5,201,12.907587
-102.5,201,13.254908
-97.5,201,13.264918
-94.5,201,13.458831
-93.5,201,13.61806
-93.5,201,26.863251
-93.5,201,26.87326
-94.5,201,27.056036
-93.5,201,27.192819
-50.0,116,27.217842
-93.5,201,27.4726
-54.0,118,27.55073
-16.0,48,27.633493
