#{"t_start": 1655415679.8079941, "env_id": null}
r,l,t
-37.5,91,1.170408
-41.0,98,1.253974
-53.5,101,1.365782
-44.5,101,1.365782
-43.5,101,2.419798
-45.5,101,2.506727
-47.5,101,2.5553
-69.5,101,2.5553
-61.5,101,3.626763
-45.5,101,3.688049
-53.5,101,3.74031
-43.5,101,3.74031
-44.5,101,4.60818
-47.5,101,4.690773
-50.5,101,4.743087
-67.5,101,4.743087
-37.5,49,5.271898
-47.5,101,5.726521
-50.5,101,5.804634
-44.5,101,5.84134
-58.5,101,6.343385
-63.5,101,6.7564
-59.5,101,6.839944
-45.5,101,6.858988
-68.5,101,7.337602
-36.5,89,7.72579
-50.5,101,7.741415
-43.5,101,7.809388
-56.5,101,8.373034
-46.5,101,8.821329
-45.5,101,8.873635
-45.5,101,8.936134
-43.5,87,9.36136
-51.5,101,9.942442
-62.5,101,9.989317
-47.5,101,10.057214
-52.0,92,10.358891
-32.5,81,10.930779
-64.5,101,11.045517
-62.5,101,11.076756
-44.5,101,11.460962
-55.5,101,11.946203
-44.5,101,12.076555
-44.5,101,12.097579
-44.5,101,12.447917
-44.5,101,12.991345
-65.5,101,13.109491
-44.5,101,13.136516
-44.5,101,13.560611
-45.0,62,13.696541
-54.5,101,14.313774
-44.5,101,14.345024
-55.5,101,14.727746
-44.5,101,14.863548
-44.5,55,14.941662
-44.5,101,15.432583
-57.5,101,15.801376
-44.5,101,15.947411
-55.5,101,16.033186
-69.5,101,16.567738
-44.5,101,16.880839
-59.0,96,17.011224
-50.5,101,17.011224
-69.5,101,17.501051
-43.5,101,17.866041
-45.5,101,17.99641
-45.5,101,18.043285
-50.5,101,18.510998
-64.5,101,18.883341
-66.5,101,18.982321
-70.5,101,19.003345
-45.5,101,19.546514
-65.5,101,19.953491
-43.5,101,20.07961
-44.5,101,20.086993
-43.5,101,20.891065
-46.5,101,21.289342
-55.5,101,21.443763
-45.5,101,21.471788
-34.5,85,21.902388
-46.5,83,22.34673
-43.5,101,22.430258
-57.5,101,22.576268
-42.5,99,22.952195
-44.5,101,23.442196
-55.5,101,23.504685
-44.5,101,23.669182
-45.5,101,23.989525
-45.5,101,24.41806
-59.5,101,24.480692
-47.5,101,24.600766
-43.5,101,24.961661
-37.0,90,25.340742
-43.5,101,25.522942
-46.5,101,25.649722
-47.5,101,25.97194
-45.5,101,26.352617
-62.5,101,26.554247
-48.5,101,26.678665
-67.5,101,27.023644
-51.5,101,27.411863
-46.5,101,27.590383
-46.5,101,27.737215
-35.5,87,28.01302
-44.5,101,28.543502
-65.5,101,28.784721
-66.5,101,28.953874
-60.5,101,29.177077
-37.5,61,29.671526
-68.5,101,29.767613
-68.5,101,29.937768
-45.0,56,30.243045
-47.5,101,30.285083
-45.5,101,30.77653
-52.5,101,30.985719
-69.5,101,31.335037
-45.5,101,31.389086
-60.5,101,32.011651
-45.5,101,32.226847
-44.5,101,32.58317
-47.5,101,32.63722
-49.5,101,33.465973
-54.5,101,33.752233
-46.5,101,34.160603
-45.5,101,34.217655
-48.5,101,34.85023
-44.5,101,35.030393
-44.5,101,35.353686
-44.5,101,35.404733
-50.5,101,36.089355
-45.5,101,36.309555
-43.5,101,36.615833
-44.5,101,36.659873
-68.5,101,37.228492
-46.5,101,37.38525
-30.5,77,37.437486
-44.5,101,37.699997
-50.0,66,37.91854
-22.0,8,38.003618
-41.5,93,38.430005
-45.5,101,38.46804
-56.5,101,38.813353
-44.5,101,39.05083
-46.5,101,39.576276
-50.5,101,39.641335
-45.5,101,40.037309
-43.5,101,40.301178
-58.0,80,40.492202
-68.5,101,40.773452
-44.5,57,40.923587
-64.5,101,41.156799
-46.5,101,41.673269
-61.0,98,41.885522
-49.5,101,42.063193
-46.5,101,42.276884
-46.5,101,42.686301
-46.5,101,42.872445
-63.5,101,43.04965
-66.5,101,43.248724
-40.5,49,43.525238
-46.5,101,43.672321
-45.5,101,43.887153
-59.5,101,44.235168
