#{"t_start": 1654784433.387672, "env_id": null}
r,l,t
11.112245,13,0.207431
12.877551,16,0.23554
6.6122446,22,0.281582
-18.5,11,0.299598
-21.0,16,0.407697
-24.0,22,0.407697
2.0204086,32,0.544821
17.010204,11,0.643912
-17.5,9,0.723985
-64.5,101,0.9622
13.193877,17,1.107333
-64.5,101,1.268479
-64.5,101,1.268479
-17.0,8,1.334539
1.969388,37,1.400599
-22.0,18,1.420946
12.561225,15,1.550735
-64.5,101,1.593775
-24.5,23,1.603783
13.336735,11,1.685858
-21.0,16,1.686859
-22.0,18,1.826986
-43.5,61,2.082218
-64.5,101,2.156285
9.377551,23,2.276395
-20.5,15,2.287404
-64.5,101,2.512609
10.234694,27,2.522618
13.112245,9,2.616601
-64.5,101,2.695673
14.377551,13,2.74772
12.969388,15,2.840805
-23.0,20,2.935891
8.612245,18,3.018966
8.112245,19,3.168102
-64.5,101,3.202132
9.612245,16,3.333252
-26.5,27,3.391304
-64.5,101,3.423334
-31.0,36,3.690576
-64.5,101,3.742623
6.2040815,22,3.852723
-64.5,101,4.086936
-64.5,101,4.138983
11.877551,18,4.275107
-25.5,25,4.275107
-64.5,101,4.485299
5.377551,31,4.504315
11.428572,14,4.599401
-64.5,101,4.608409
-23.0,20,4.661458
-25.5,25,4.80759
-22.0,18,4.80759
17.510204,10,4.884661
-64.5,101,5.058819
14.744898,9,5.131885
4.6122446,26,5.339073
-64.5,101,5.398127
-19.0,12,5.433159
-64.5,101,5.598309
-26.5,27,5.638345
-64.5,101,5.675379
10.612245,14,5.707408
-22.0,18,5.8085
-22.5,19,5.848536
-18.0,10,5.887572
-35.5,45,5.97465
9.285714,24,6.07274
-64.5,101,6.21587
-64.5,101,6.684295
-64.5,101,6.810409
-64.5,101,6.89949
-19.5,13,6.994577
-64.5,101,6.995578
10.112245,15,7.105678
9.877551,22,7.157725
9.744898,19,7.299854
-64.5,101,7.431974
-64.5,101,7.558592
15.010204,15,7.668692
-64.5,101,7.851858
-64.5,101,8.045034
-19.0,12,13.246451
-64.5,101,13.299499
9.469388,22,13.503685
-64.5,101,13.596769
10.561225,19,13.761919
-64.5,101,13.821973
-30.5,35,13.821973
12.469388,16,13.919062
12.112245,11,13.930072
-20.5,15,14.063192
-28.5,31,14.110235
-64.5,101,14.237351
-24.5,23,14.369471
-30.5,35,14.664739
-22.0,18,14.818879
-64.5,101,14.894948
12.877551,16,14.952
16.193878,11,14.98603
-19.0,12,15.056094
-64.5,101,15.075111
-64.5,101,15.14017
-18.0,10,15.150179
6.8877554,19,15.160188
-21.5,17,15.231253
-19.0,12,15.257277
8.612245,18,15.296312
-64.5,101,15.986939
-64.5,101,16.046994
-64.5,101,16.071016
-20.0,14,16.095037
-64.5,101,16.111052
15.510204,14,16.180115
10.387755,12,16.189123
-22.5,19,16.198131
-22.0,18,16.332253
7.153061,25,16.529432
-64.5,101,16.988855
-64.5,101,17.074928
-64.5,101,17.085938
-22.0,18,17.16151
-21.5,17,17.242584
13.510204,18,17.2606
11.744898,15,17.383712
-20.5,15,17.402729
-64.5,101,17.508826
-24.0,22,17.5909
13.969388,13,17.630936
12.836735,12,17.705004
16.785713,9,17.718015
-64.5,101,18.128388
-64.5,101,18.3616
14.469388,12,18.472703
-32.0,38,18.48271
-64.5,101,18.623838
-64.5,101,18.632847
9.785714,23,18.657869
-20.0,14,18.760963
-23.0,20,18.778979
-22.0,18,18.898202
-23.5,21,18.93627
-20.5,15,19.045467
-64.5,101,19.225639
9.704082,15,19.345245
-64.5,101,19.397292
14.561225,11,19.448339
-22.0,18,19.585962
10.428572,16,19.610985
-64.5,101,19.731199
-25.5,25,19.833292
-64.5,101,19.912363
-28.0,30,20.004478
10.653061,18,20.083549
13.561225,13,20.131593
15.377551,11,20.185642
12.520409,11,20.234686
4.285714,34,20.489918
-64.5,101,20.499928
-23.5,21,20.690107
6.836735,24,20.713128
-64.5,101,20.761171
17.010204,11,20.799206
-20.5,15,20.901299
-26.5,27,20.966358
10.877551,20,20.986376
14.010204,17,21.140516
-64.5,101,21.162536
-64.5,101,21.758076
-64.5,101,21.811125
8.112245,19,21.919223
12.244898,14,21.938241
-64.5,101,21.986191
-64.5,101,22.006209
10.387755,12,26.846606
-20.5,15,26.935686
-24.5,23,26.989735
-23.0,20,27.02777
-20.5,15,27.083821
-18.5,11,27.10484
15.102041,14,27.168898
11.295918,11,27.268511
10.693877,22,27.304544
-19.5,13,27.383616
9.285714,24,27.518739
11.877551,18,27.547765
-64.5,101,27.650858
7.877551,26,27.788984
-21.5,17,27.93912
-64.5,101,27.99417
-22.5,19,28.10327
-27.5,29,28.355498
-64.5,101,28.420557
-19.5,13,28.480613
-64.5,101,28.5767
11.428572,14,28.635753
-17.5,9,28.659775
-18.5,11,28.744852
-24.0,22,28.805907
11.877551,18,28.889994
-64.5,101,28.90004
-21.0,16,28.939157
-20.5,15,29.00828
-20.5,15,29.017296
-24.5,23,29.113472
10.877551,20,29.260901
-64.5,101,29.261902
-19.0,12,29.354986
