#{"t_start": 1654720194.2443807, "env_id": null}
r,l,t
6.142857,16,0.24422
-26.0,26,0.337305
-19.5,13,0.463419
-23.5,21,0.666604
-18.5,11,0.76169
-22.5,19,0.927841
-64.5,101,1.031935
-64.5,101,1.031935
-64.5,101,1.175066
-29.0,32,1.22411
1.6428571,25,1.263146
8.571428,14,1.311189
-21.0,16,1.377249
-22.0,18,1.430297
-20.5,15,1.447313
-21.0,16,1.517377
-18.5,11,1.527385
7.642857,13,1.63048
13.5,7,1.692536
-20.0,14,1.811426
-64.5,101,1.935539
11.071428,9,2.015612
-64.5,101,2.346912
-64.5,101,2.43299
-19.0,12,2.54309
-64.5,101,2.726257
8.857142,22,2.736266
-22.0,18,2.89441
-23.0,20,2.922435
-64.5,101,2.939451
-18.5,11,3.02653
8.0,18,3.067567
14.285714,14,3.077576
-23.5,21,3.241725
-64.5,101,3.25874
1.5714283,28,3.309787
-19.5,13,3.364836
-33.5,41,3.373845
6.0,22,3.421889
-22.0,18,3.454919
-22.0,18,3.520979
4.642857,19,3.67712
6.9285717,23,3.863289
2.5714283,26,4.096349
-64.5,101,4.211453
-64.5,101,4.269506
-64.5,101,4.301536
-25.5,25,4.415639
-24.0,22,4.479697
6.9285717,23,4.602809
-22.5,19,4.634839
-24.0,22,4.781972
12.5,9,4.854037
-64.5,101,4.919096
-19.5,13,4.960134
-18.0,10,5.042208
-64.5,101,5.092254
2.9285717,31,5.388523
-20.0,14,5.518641
-64.5,101,5.518641
-20.0,14,5.642754
6.642857,15,5.653764
6.142857,16,5.791889
-64.5,101,5.840934
-25.5,25,5.890979
7.5714283,16,5.952034
-64.5,101,5.994072
-21.0,16,6.043118
-19.5,13,6.113181
6.9285717,23,6.313362
-26.0,26,6.533563
-21.0,16,6.674691
-64.5,101,6.747757
-64.5,101,6.857857
-64.5,101,6.946938
-21.0,16,7.077056
-32.0,38,7.086065
8.0,18,7.226192
-25.0,24,7.435382
-64.5,101,7.559495
1.5,31,7.705627
-64.5,101,7.725645
-19.0,12,7.825736
-64.5,101,7.956855
-24.0,22,8.154035
-64.5,101,8.447301
-64.5,101,8.599439
-64.5,101,8.723552
-31.0,36,8.770594
-22.0,18,8.888702
