#{"t_start": 1655371533.4076989, "env_id": null}
r,l,t
16.214285,13,0.171949
3.2857141,16,0.192969
11.714285,22,0.236007
-18.5,11,0.253023
-21.0,16,0.395152
-24.0,22,0.395152
5.285714,32,0.575315
0.0714286,11,0.665403
-17.5,9,0.743468
-64.5,101,0.949655
-0.07142854,17,1.099792
-64.5,101,1.301975
-64.5,101,1.302976
-17.0,8,1.372039
-5.785714,37,1.437098
-22.0,18,1.455114
6.642857,15,1.586233
-64.5,101,1.629273
-24.5,23,1.639281
12.928572,11,1.763394
-21.0,16,1.763394
-22.0,18,1.929545
-43.5,61,2.26485
-64.5,101,2.35193
-0.21428585,23,2.483048
-20.5,15,2.497567
-64.5,101,2.738786
-12.214286,27,2.748796
18.214285,9,2.81986
-64.5,101,2.917948
4.785714,13,2.957985
5.214286,15,3.039058
-23.0,20,3.115128
13.714285,18,3.180187
13.214285,19,3.323317
-64.5,101,3.355346
14.714285,16,3.479459
-26.5,27,3.536511
-64.5,101,3.567539
-31.0,36,3.840787
-64.5,101,3.896837
13.142857,22,4.007939
-64.5,101,4.2675
-64.5,101,4.320547
2.2857141,18,4.460675
-25.5,25,4.460675
-64.5,101,4.681876
-4.214286,31,4.700893
12.857142,14,4.792977
-64.5,101,4.801984
-23.0,20,4.857036
-25.5,25,5.000165
-22.0,18,5.000165
0.5714286,10,5.076234
-64.5,101,5.263404
12.5,9,5.334468
9.714285,26,5.526643
-64.5,101,5.586698
-19.0,12,5.620728
-64.5,101,5.785878
-26.5,27,5.823913
-64.5,101,5.862949
15.714285,14,5.89698
-22.0,18,6.002076
-22.5,19,6.043112
-18.0,10,6.082148
-35.5,45,6.17323
-2.142857,24,6.265314
-64.5,101,6.367407
-64.5,101,6.829827
-64.5,101,6.960946
-64.5,101,7.060035
-19.5,13,7.163129
-64.5,101,7.163129
15.214285,15,7.273229
0.28571415,22,7.329281
7.5,19,7.487424
-64.5,101,7.700617
-64.5,101,7.851755
-1.9285715,15,7.96492
-64.5,101,8.159096
-64.5,101,8.353274
-19.0,12,12.253084
-64.5,101,12.30597
1.7142859,22,12.469119
-64.5,101,12.581219
7.642857,13,12.678308
8.142857,12,12.778399
-64.5,101,12.778399
-30.5,35,12.778399
17.214285,11,12.874486
7.5714283,16,12.926533
-20.5,15,13.013613
-28.5,31,13.058654
-64.5,101,13.11971
-24.5,23,13.213794
-30.5,35,13.491046
-22.0,18,13.62717
-64.5,101,13.774304
3.2857141,16,13.783312
-18.0,10,13.853376
-19.0,12,13.879399
-64.5,101,13.896414
-18.5,11,13.939454
-64.5,101,13.949462
-18.0,10,13.957471
-21.5,17,14.033539
-20.0,14,14.05656
13.714285,18,14.097598
-30.0,34,14.222711
-28.5,31,14.286769
