#{"t_start": 1655371502.9655373, "env_id": null}
r,l,t
16.214285,13,0.168153
3.2857141,16,0.192174
11.714285,22,0.237216
-18.5,11,0.255232
-21.0,16,0.372339
-24.0,22,0.372339
5.285714,32,0.526434
0.0714286,11,0.633531
-17.5,9,0.719609
-64.5,101,0.948817
-0.07142854,17,1.130983
-64.5,101,1.309144
-64.5,101,1.309144
-17.0,8,1.38221
-5.785714,37,1.450273
-22.0,18,1.46929
6.642857,15,1.597407
-64.5,101,1.658462
-24.5,23,1.676479
12.928572,11,1.789582
-21.0,16,1.789582
-22.0,18,1.948726
-43.5,61,2.270018
-64.5,101,2.360099
-0.21428585,23,2.491219
-20.5,15,2.50423
-64.5,101,2.754457
-12.214286,27,2.762464
18.214285,9,2.838534
-64.5,101,2.905686
4.785714,13,2.946723
5.214286,15,3.025794
-23.0,20,3.131891
13.714285,18,3.19795
13.214285,19,3.342082
-64.5,101,3.376113
14.714285,16,3.502227
-26.5,27,3.558278
-64.5,101,3.590307
-31.0,36,3.874565
-64.5,101,3.926612
13.142857,22,4.045721
-64.5,101,4.322973
-64.5,101,4.377022
2.2857141,18,4.524155
-25.5,25,4.524155
-64.5,101,4.759369
-4.214286,31,4.778386
12.857142,14,4.88148
-64.5,101,4.892489
-23.0,20,4.956548
-25.5,25,5.104682
-22.0,18,5.104682
0.5714286,10,5.227794
-64.5,101,5.408959
12.5,9,5.477021
9.714285,26,5.679204
-64.5,101,5.742261
-19.0,12,5.775292
-64.5,101,5.948449
-26.5,27,5.989486
-64.5,101,6.031524
15.714285,14,6.064554
-22.0,18,6.187666
-22.5,19,6.231706
-18.0,10,6.270742
-35.5,45,6.357821
-2.142857,24,6.454909
-64.5,101,6.556
-64.5,101,7.004408
-64.5,101,7.136528
-64.5,101,7.25964
-19.5,13,7.35873
-64.5,101,7.35973
15.214285,15,7.476837
0.28571415,22,7.533889
7.5,19,7.68211
-64.5,101,7.826241
-64.5,101,7.958362
-1.9285715,15,8.08848
-64.5,101,8.310682
-64.5,101,8.526096
