#{"t_start": 1654768384.5941634, "env_id": null}
r,l,t
10.5,13,78.238413
7.5714283,16,78.26841
4.5714283,22,78.321964
-18.5,11,78.33998
-21.0,16,78.452082
-24.0,22,78.452082
-0.4285717,32,78.590208
5.785714,11,78.675285
-17.5,9,78.741344
-64.5,101,79.304856
8.0,18,79.43097
-64.5,101,79.586112
-64.5,101,79.587112
-19.5,13,79.696212
-33.0,40,79.747258
-17.5,9,79.763273
5.642857,17,79.869369
-64.5,101,79.877376
-20.0,14,79.977467
-3.2857141,32,80.570006
-20.5,15,80.69612
-64.5,101,80.715137
8.0,18,80.85026
-22.0,18,80.864272
-64.5,101,80.893299
8.071428,15,81.02642
-64.5,101,81.02642
-22.0,18,81.166547
