#{"t_start": 1654720695.393739, "env_id": null}
r,l,t
6.142857,16,93.897644
-26.0,26,93.969709
-19.5,13,94.067799
-23.5,21,94.214935
-18.5,11,94.287
-22.5,19,94.428305
-64.5,101,94.501379
-64.5,101,94.501379
-64.5,101,94.603477
-29.0,32,94.64478
1.6428571,25,94.67781
8.571428,14,94.719849
-21.0,16,94.774898
-22.0,18,94.823943
-20.5,15,94.840958
-21.0,16,94.903015
-18.5,11,94.912023
7.642857,13,94.998101
13.5,7,95.047146
-20.0,14,95.146236
-64.5,101,95.275353
11.071428,9,95.337409
-64.5,101,95.58564
-64.5,101,95.642692
-19.0,12,95.720763
-64.5,101,95.863893
8.857142,22,95.8719
-22.0,18,95.984002
-23.0,20,96.005021
-64.5,101,96.018033
-18.5,11,96.084093
8.0,18,96.111118
14.285714,14,96.129134
-23.5,21,96.335574
-64.5,101,96.352589
1.5714283,28,96.399632
-19.5,13,96.460688
-33.5,41,96.471697
6.0,22,96.524746
-22.0,18,96.559778
-22.0,18,96.628841
4.642857,19,96.789987
6.9285717,23,96.976156
2.5714283,26,97.176337
-64.5,101,97.28844
-64.5,101,97.347493
-64.5,101,97.385527
-25.5,25,97.494626
-24.0,22,97.612734
6.9285717,23,97.724836
-22.5,19,97.755864
-24.0,22,97.953043
12.5,9,98.026109
-64.5,101,98.087164
-19.5,13,98.121196
-18.0,10,98.195263
-64.5,101,98.239303
2.9285717,31,98.485527
-20.0,14,98.583615
-64.5,101,98.583615
-20.0,14,98.670695
6.642857,15,98.678702
6.142857,16,98.783798
-64.5,101,98.815826
-25.5,25,98.848857
7.5714283,16,98.887892
-64.5,101,98.914916
-21.0,16,98.96296
-19.5,13,99.01701
6.9285717,23,99.16114
-26.0,26,99.324289
-21.0,16,99.431385
-64.5,101,99.49144
-64.5,101,99.580521
-64.5,101,99.651586
-21.0,16,99.76669
-32.0,38,99.774698
8.0,18,99.908819
-25.0,24,100.058956
-64.5,101,100.167054
1.5,31,100.276153
-64.5,101,100.292168
-19.0,12,100.388255
-64.5,101,100.510366
-24.0,22,100.676517
-64.5,101,100.909728
-64.5,101,101.028837
-64.5,101,101.129928
-31.0,36,101.161958
-22.0,18,101.250543
-18.5,11,105.738732
-64.5,101,105.788778
-20.0,14,105.882864
