#{"t_start": 1655370410.0157247, "env_id": null}
r,l,t
16.214285,13,0.164174
3.2857141,16,0.184192
11.714285,22,0.219863
-18.5,11,0.232874
-21.0,16,0.324607
-24.0,22,0.324607
5.285714,32,0.417493
0.0714286,11,0.488662
-17.5,9,0.566767
-64.5,101,0.738643
-0.07142854,17,0.857018
-64.5,101,1.003087
-64.5,101,1.003087
-17.0,8,1.05526
-5.785714,37,1.10254
-22.0,18,1.118164
6.642857,15,1.235141
-64.5,101,1.285246
-24.5,23,1.287705
12.928572,11,1.350193
-21.0,16,1.350193
-22.0,18,1.469133
-43.5,61,1.69899
-64.5,101,1.757738
-0.21428585,23,1.838986
-20.5,15,1.85461
-64.5,101,2.037333
-12.214286,27,2.037333
18.214285,9,2.113304
-64.5,101,2.166254
4.785714,13,2.197506
5.214286,15,2.270437
-23.0,20,2.33519
13.714285,18,2.401176
13.214285,19,2.534085
-64.5,101,2.569593
14.714285,16,2.687443
-26.5,27,2.743147
-64.5,101,2.77374
-31.0,36,3.003492
-64.5,101,3.040346
13.142857,22,3.155411
-64.5,101,3.337882
-64.5,101,3.390195
2.2857141,18,3.50875
-25.5,25,3.50875
-64.5,101,3.685969
-4.214286,31,3.701595
12.857142,14,3.769432
-64.5,101,3.769432
-23.0,20,3.819279
-25.5,25,3.918522
-22.0,18,3.918522
0.5714286,10,3.986337
-64.5,101,4.135768
12.5,9,4.204488
9.714285,26,4.388811
-64.5,101,4.441321
-19.0,12,4.47257
-64.5,101,4.603146
-26.5,27,4.653151
-64.5,101,4.671032
15.714285,14,4.702282
-22.0,18,4.773162
-22.5,19,4.804368
-18.0,10,4.835618
-35.5,45,4.920267
-2.142857,24,4.986127
-64.5,101,5.069682
-64.5,101,5.428129
-64.5,101,5.52431
-64.5,101,5.592843
-19.5,13,5.65532
-64.5,101,5.65532
15.214285,15,5.741747
0.28571415,22,5.788621
7.5,19,5.903416
-64.5,101,6.020531
-64.5,101,6.105579
-1.9285715,15,6.204992
-64.5,101,6.363155
-64.5,101,6.527068
