#{"t_start": 1654727421.2822073, "env_id": null}
r,l,t
6.142857,16,0.161134
-26.0,26,0.2298
-19.5,13,0.307925
-23.5,21,0.443778
-18.5,11,0.506253
-22.5,19,0.686655
-64.5,101,0.787746
-64.5,101,0.787746
-64.5,101,0.928874
-29.0,32,0.971914
1.6428571,25,1.005944
8.571428,14,1.052987
-21.0,16,1.120047
-22.0,18,1.169092
-20.5,15,1.18811
-21.0,16,1.242458
-18.5,11,1.258083
7.642857,13,1.341923
13.5,7,1.39291
-20.0,14,1.564225
-64.5,101,1.686602
11.071428,9,1.760669
-64.5,101,2.060944
-64.5,101,2.139563
-19.0,12,2.248662
-64.5,101,2.419519
8.857142,22,2.428529
-22.0,18,2.540382
-23.0,20,2.567953
-64.5,101,2.582249
-18.5,11,2.630477
8.0,18,2.664313
14.285714,14,2.679927
-23.5,21,2.815822
-64.5,101,2.836614
1.5714283,28,2.875648
-19.5,13,2.930699
-33.5,41,2.938707
6.0,22,2.984748
-22.0,18,3.016777
-22.0,18,3.077832
4.642857,19,3.219962
6.9285717,23,3.389116
2.5714283,26,3.563415
-64.5,101,3.651494
-64.5,101,3.703542
-64.5,101,3.732568
-25.5,25,3.827654
-24.0,22,3.876699
6.9285717,23,3.962562
-22.5,19,3.993812
-24.0,22,4.112223
12.5,9,4.189293
-64.5,101,4.247006
-19.5,13,4.285386
-18.0,10,4.368311
-64.5,101,4.418931
2.9285717,31,4.642042
-20.0,14,4.738818
-64.5,101,4.738818
-20.0,14,4.83587
6.642857,15,4.843876
6.142857,16,4.95364
-64.5,101,4.990673
-25.5,25,5.022702
7.5714283,16,5.046816
-64.5,101,5.093656
-21.0,16,5.133075
-19.5,13,5.18312
6.9285717,23,5.350273
-26.0,26,5.547452
-21.0,16,5.648231
-64.5,101,5.706284
-64.5,101,5.797367
-64.5,101,5.877576
-21.0,16,5.985146
-32.0,38,6.001668
8.0,18,6.123961
-25.0,24,6.284106
-64.5,101,6.373187
1.5,31,6.485256
-64.5,101,6.498269
-19.0,12,6.573337
-64.5,101,6.667105
-24.0,22,6.817874
-64.5,101,7.049122
-64.5,101,7.174855
-64.5,101,7.264936
-31.0,36,7.297966
-22.0,18,7.384043
