#{"t_start": 1654725105.4892454, "env_id": null}
r,l,t
6.142857,16,0.184964
-26.0,26,0.253164
-19.5,13,0.333239
-23.5,21,0.463718
-18.5,11,0.551408
-22.5,19,0.664358
-64.5,101,0.732415
-64.5,101,0.732415
-64.5,101,0.863104
-29.0,32,0.899405
1.6428571,25,0.930655
8.571428,14,0.968261
-21.0,16,1.015137
-22.0,18,1.069515
-20.5,15,1.082526
-21.0,16,1.132831
-18.5,11,1.148455
7.642857,13,1.251426
13.5,7,1.30381
-20.0,14,1.397524
-64.5,101,1.497042
11.071428,9,1.567344
-64.5,101,1.834884
-64.5,101,1.923128
-19.0,12,2.021789
-64.5,101,2.185906
8.857142,22,2.201521
-22.0,18,2.34068
-23.0,20,2.353958
-64.5,101,2.369562
-18.5,11,2.450899
8.0,18,2.47346
14.285714,14,2.492385
-23.5,21,2.635641
-64.5,101,2.651716
1.5714283,28,2.696427
-19.5,13,2.735937
-33.5,41,2.735937
6.0,22,2.782811
-22.0,18,2.819576
-22.0,18,2.866438
4.642857,19,2.981232
6.9285717,23,3.159448
2.5714283,26,3.366389
-64.5,101,3.449906
-64.5,101,3.505623
-64.5,101,3.521237
-25.5,25,3.620273
-24.0,22,3.682735
6.9285717,23,3.785601
-22.5,19,3.8023
-24.0,22,3.917119
12.5,9,3.985367
-64.5,101,4.047866
-19.5,13,4.09075
-18.0,10,4.153856
-64.5,101,4.20608
2.9285717,31,4.423586
-20.0,14,4.505224
-64.5,101,4.505224
-20.0,14,4.59853
6.642857,15,4.605537
6.142857,16,4.688536
-64.5,101,4.719787
-25.5,25,4.751036
7.5714283,16,4.799808
-64.5,101,4.820449
-21.0,16,4.851699
-19.5,13,4.904051
6.9285717,23,5.077971
-26.0,26,5.257092
-21.0,16,5.359402
-64.5,101,5.407649
-64.5,101,5.476323
-64.5,101,5.540084
-21.0,16,5.6372
-32.0,38,5.652825
8.0,18,5.770906
-25.0,24,5.917502
-64.5,101,6.016651
1.5,31,6.137826
-64.5,101,6.137826
-19.0,12,6.221356
-64.5,101,6.336073
-24.0,22,6.482667
-64.5,101,6.708836
-64.5,101,6.839267
-64.5,101,6.955486
-31.0,36,6.976598
-22.0,18,7.095825
-18.5,11,11.693638
-64.5,101,11.743683
-20.0,14,11.830761
-25.0,24,11.978781
-64.5,101,12.054839
-19.0,12,12.054839
-64.5,101,12.180793
-64.5,101,12.360431
7.9285717,21,12.537745
-64.5,101,12.795487
-64.5,101,12.795487
-64.5,101,12.925811
5.714286,14,13.021814
-64.5,101,13.232492
2.7857141,37,13.31011
-22.0,18,13.400192
-21.5,17,13.438226
-64.5,101,13.538651
-64.5,101,13.538651
-23.5,21,13.554665
-21.0,16,13.645304
-64.5,101,14.10305
-64.5,101,14.182197
-64.5,101,14.197821
-17.5,9,14.244697
-19.5,13,14.284859
-64.5,101,14.290864
7.142857,14,14.398962
-24.0,22,14.406971
9.0,16,14.406971
-21.0,16,14.531082
-22.5,19,14.546096
5.8571424,28,14.612156
7.642857,13,14.69423
-64.5,101,14.77611
-21.0,16,14.897107
-64.5,101,15.199682
-64.5,101,15.212694
-17.5,9,15.267487
-64.5,101,15.345591
10.857142,18,15.383126
-3.0714283,43,15.461238
-21.0,16,15.476863
-64.5,101,15.544888
-20.5,15,15.566888
0.0,34,15.573894
-23.5,21,15.623056
6.5714283,18,15.681109
9.5,15,15.725148
-22.5,19,15.795797
10.5,13,15.795797
11.0,12,15.863722
-22.5,19,15.910596
14.857142,10,15.926221
-0.28571415,26,16.094149
6.5714283,18,16.255917
-64.5,101,16.255917
-64.5,101,16.255917
4.142857,20,16.407651
-26.5,27,16.438872
7.4285717,22,16.553614
6.4285717,24,16.616113
-64.5,101,16.637221
-18.5,11,16.715334
7.0,20,16.846272
-64.5,101,16.961105
-23.5,21,17.013637
-18.5,11,17.112942
-19.0,12,17.191064
-64.5,101,17.274555
-34.5,43,17.274555
-64.5,101,17.32704
-22.0,18,17.373904
-4.785714,35,17.405154
12.785714,17,17.507895
-20.5,15,17.596279
14.428572,8,17.652644
-64.5,101,17.995584
-64.5,101,18.048019
-18.0,10,18.114446
-64.5,101,18.13385
-18.5,11,18.198936
-22.0,18,18.214546
-64.5,101,18.381583
9.142857,10,18.444082
7.5714283,16,22.345953
