#{"t_start": 1654728040.9872904, "env_id": null}
r,l,t
14.928572,7,0.123029
11.857142,16,0.189241
-23.0,20,0.204865
3.642857,21,0.257237
-18.5,11,0.272862
3.642857,21,0.319735
-25.5,25,0.435191
5.5,23,0.435191
3.9285717,29,0.696895
10.071428,11,0.78998
-64.5,101,0.848032
12.428572,12,0.886067
-19.5,13,0.960134
-17.5,9,0.960134
-64.5,101,1.16432
-30.5,35,1.269059
-64.5,101,1.384163
8.0,18,1.393172
-21.0,16,1.539304
5.142857,18,1.549314
2.142857,24,1.752842
-64.5,101,1.898975
-64.5,101,2.191239
-64.5,101,2.41587
-64.5,101,2.620072
0.9285717,35,2.696141
-64.5,101,2.758197
-21.0,16,2.854412
-26.0,26,2.870025
-64.5,101,2.98006
-20.0,14,3.071287
-23.0,20,3.214406
-64.5,101,3.3185
12.357142,15,3.327508
-64.5,101,3.558718
-64.5,101,3.574733
-18.5,11,3.647799
-23.5,21,3.697845
-19.0,12,3.721848
10.5,13,3.814031
-31.0,36,3.951155
-64.5,101,4.025223
-64.5,101,4.034231
-17.5,9,4.07888
6.142857,16,4.193612
-21.5,17,4.321828
-19.5,13,4.416734
-64.5,101,4.518827
0.14285707,28,4.603808
-64.5,101,4.656127
4.0,26,4.703002
-64.5,101,4.718628
4.214286,17,4.718628
-21.0,16,4.802263
-23.0,20,4.854563
8.214286,9,4.854563
-19.0,12,4.917038
9.857142,20,5.050891
3.8571424,32,5.066505
3.7142859,18,5.166568
-27.0,28,5.234573
9.0,16,5.281447
-64.5,101,5.297072
-64.5,101,5.368339
14.357142,11,5.436342
-24.0,22,5.436342
-18.5,11,5.498822
3.142857,22,5.665488
-26.5,27,5.861666
-64.5,101,5.92159
-64.5,101,5.968464
5.5,23,6.022239
-18.5,11,6.05717
-2.2857141,30,6.133227
9.071428,13,6.150242
-64.5,101,6.15825
7.4285717,22,6.179269
3.7142859,18,6.262344
-22.0,18,6.305383
-19.0,12,6.343775
-0.35714293,29,6.344101
4.642857,19,6.422195
7.0714283,17,6.459523
-24.0,22,6.475121
-64.5,101,6.838803
-64.5,101,7.118939
-64.5,101,7.156251
-64.5,101,7.171863
-20.0,14,7.203113
6.0714283,19,7.286713
7.5714283,16,7.302338
-19.5,13,7.384148
6.5,21,11.743115
-64.5,101,11.807062
9.857142,20,11.81407
17.785713,7,11.862769
-21.0,16,11.911117
4.642857,19,11.987035
-64.5,101,12.127185
-22.0,18,12.241889
-19.5,13,12.333222
-64.5,101,12.409481
-64.5,101,12.571177
-28.0,30,12.607837
-64.5,101,12.654712
-19.5,13,12.654712
8.928572,19,12.769977
-27.0,28,12.785602
-22.0,18,12.88466
-64.5,101,12.968176
-21.5,17,12.983801
-64.5,101,13.296715
12.285714,18,13.418804
-64.5,101,13.431816
-19.0,12,13.506884
-22.5,19,13.537912
-64.5,101,13.621988
-19.0,12,13.621988
-64.5,101,13.630298
-19.0,12,13.692786
-21.0,16,13.72944
-3.9285717,39,13.745052
-26.5,27,13.776302
9.857142,20,13.820102
-22.5,19,13.871149
4.5714283,22,13.919192
-19.5,13,13.926198
12.0,10,13.99526
-23.0,20,14.077336
-20.0,14,14.100356
-31.0,36,14.146432
-17.5,9,14.210166
-21.5,17,14.223177
-26.0,26,14.261212
-24.0,22,14.396124
-64.5,101,14.511079
7.5,19,14.541106
-25.0,24,14.663479
-23.5,21,14.679103
9.5,15,14.781575
-64.5,101,14.883667
-64.5,101,14.900683
-18.0,10,14.962739
-20.0,14,14.9974
-28.0,30,15.158985
-23.5,21,15.314739
-64.5,101,15.378797
-20.0,14,15.422837
-19.0,12,15.461873
-64.5,101,15.485895
-18.5,11,15.4919
4.142857,20,15.591991
10.357142,19,15.614276
1.7142859,22,15.630834
-64.5,101,15.695892
-25.5,25,15.789978
1.4285717,34,15.918094
1.5714283,28,15.974144
-22.0,18,16.036201
-20.0,14,16.130385
-64.5,101,16.277518
-64.5,101,16.312551
9.5,15,16.42406
-64.5,101,16.702312
-22.5,19,16.832429
-64.5,101,16.861456
-21.0,16,16.949812
-64.5,101,16.981051
-23.0,20,17.081138
10.857142,18,17.133407
-64.5,101,17.133407
7.5,19,17.232574
-7.0714283,51,17.52665
-4.4285717,40,17.551531
-64.5,101,17.623595
-21.5,17,17.748434
-20.0,14,17.847538
-64.5,101,17.878788
-19.0,12,17.915607
5.5,23,18.034086
-64.5,101,18.196311
-64.5,101,18.211936
10.5,13,18.326707
-23.5,21,18.478229
-64.5,101,22.915076
-23.5,21,22.934093
-64.5,101,23.060586
-20.0,14,23.169685
11.0,12,23.259767
-64.5,101,23.267774
9.642857,9,23.330831
-19.0,12,23.343843
-23.0,20,23.455403
-23.0,20,23.471015
-23.0,20,23.588883
-64.5,101,23.638363
-64.5,101,23.654377
-18.0,10,23.671193
-64.5,101,24.123915
-64.5,101,24.304013
-64.5,101,24.307302
-64.5,101,24.34008
-18.5,11,24.389526
12.428572,12,24.43225
-20.5,15,24.51032
13.357142,13,24.523332
-21.5,17,24.632049
-64.5,101,24.850258
-19.5,13,24.941071
-64.5,101,25.037921
15.357142,9,25.104982
-64.5,101,25.2361
-64.5,101,25.341514
3.642857,21,25.483127
-21.0,16,25.592226
-64.5,101,25.614246
-18.0,10,25.684309
-64.5,101,25.780725
-28.5,31,25.807436
-64.5,101,25.911948
11.428572,14,26.016043
-31.5,37,26.047071
4.142857,20,26.143328
-64.5,101,26.40589
-64.5,101,26.522545
-19.5,13,26.622625
-22.0,18,26.721811
-64.5,101,26.737436
10.071428,11,26.805399
-19.5,13,26.805399
-64.5,101,26.836633
-21.0,16,26.953524
-18.0,10,27.016023
-64.5,101,27.091034
-1.7857141,29,27.217147
7.0714283,17,27.339259
-64.5,101,27.511415
-64.5,101,27.519422
-25.5,25,27.519422
-27.0,28,27.69011
-64.5,101,27.759081
-27.5,29,27.975934
-26.5,27,28.181095
-64.5,101,28.228137
-64.5,101,28.228137
-22.0,18,28.342241
-64.5,101,28.39634
-28.0,30,28.411942
11.857142,16,28.458817
-19.0,12,28.490067
11.785714,19,28.641675
-16.5,7,28.672925
6.0,22,28.834563
-64.5,101,28.890059
-64.5,101,29.145291
-64.5,101,29.171314
-19.0,12,29.256393
-22.5,19,29.373967
-18.0,10,29.441837
-64.5,101,29.537907
-21.0,16,29.566933
-64.5,101,29.577294
-17.0,8,29.643112
5.642857,17,29.74209
-64.5,101,34.194925
-64.5,101,34.5836
-64.5,101,34.61663
-24.0,22,34.732032
-64.5,101,34.812933
-30.0,34,34.852186
-64.5,101,34.901231
-19.0,12,34.909237
14.357142,11,34.984305
-20.5,15,35.003323
-21.0,16,35.080944
-21.5,17,35.180153
-64.5,101,35.435031
-64.5,101,35.547055
-64.5,101,35.683689
-24.5,23,35.699302
-19.0,12,35.777891
-18.5,11,35.852959
-64.5,101,35.896999
9.571428,12,35.916086
5.142857,18,36.00981
7.142857,14,36.00981
10.571428,10,36.090836
-20.0,14,36.133003
-64.5,101,36.143991
7.0714283,17,36.24208
9.071428,13,36.252088
10.928572,15,36.274109
-21.0,16,36.346606
5.0,24,36.399008
-64.5,101,36.414633
11.857142,16,36.459872
-19.5,13,36.485652
-24.0,22,36.580739
-21.0,16,36.681266
-29.5,33,36.9019
-64.5,101,36.941935
5.642857,17,37.009998
13.857142,12,37.07158
-64.5,101,37.122864
-64.5,101,37.14052
-3.857143,36,37.156145
12.357142,15,37.224609
4.4285717,28,37.255859
7.5,19,37.288234
7.642857,13,37.339426
-19.5,13,37.355052
-19.0,12,37.407357
4.5714283,22,37.501096
-24.5,23,37.553361
-21.5,17,37.600236
3.7142859,18,37.730679
-64.5,101,37.751698
-25.0,24,37.867122
-64.5,101,37.867122
-18.5,11,37.96086
6.642857,15,37.982035
-64.5,101,38.244725
0.0714283,31,38.436145
-64.5,101,38.436145
-26.0,26,38.614077
-64.5,101,38.629702
-64.5,101,38.664077
10.0,14,38.697554
10.0,14,38.713179
-21.5,17,38.760053
8.642857,11,38.781111
12.785714,17,38.874839
-23.0,20,38.922724
-64.5,101,39.108604
-17.0,8,39.160946
-22.5,19,39.27669
-64.5,101,39.360351
10.071428,11,39.438449
7.8571424,24,39.438449
9.0,16,39.537563
-64.5,101,39.537563
-64.5,101,39.589848
-17.5,9,39.605461
-27.0,28,39.605461
-22.5,19,39.652336
8.571428,14,39.683586
6.642857,15,39.70459
-18.5,11,39.720203
9.071428,13,39.767078
8.071428,15,39.819468
8.571428,14,39.850706
-27.0,28,39.881955
11.928572,13,39.89758
-19.0,12,39.970843
-21.0,16,40.021889
12.0,10,40.092954
-21.5,17,40.092954
1.3571424,37,40.118978
7.5714283,16,40.186389
-23.0,20,40.217627
-64.5,101,40.248877
-22.5,19,40.32253
10.071428,11,40.452648
-64.5,101,40.837219
-64.5,101,45.271763
-21.5,17,45.278769
-64.5,101,45.303793
-64.5,101,45.440796
3.4285717,30,45.46682
-29.5,33,45.493844
12.0,10,45.507857
4.214286,17,45.623036
-25.5,25,45.661071
-17.5,9,45.680088
-19.5,13,45.744145
11.0,12,45.831225
8.571428,14,45.925311
-64.5,101,45.976358
5.714286,14,46.014392
-20.0,14,46.065438
8.071428,15,46.110479
-64.5,101,46.141506
-22.0,18,46.194554
8.571428,14,46.240597
-22.5,19,46.317667
-19.5,13,46.324673
-64.5,101,46.361706
-19.5,13,46.407749
6.642857,15,46.42977
9.5,15,46.461798
-29.0,32,46.662825
-64.5,101,46.778009
4.5,25,46.808721
-22.5,19,46.923557
-64.5,101,47.053066
-64.5,101,47.073083
-29.0,32,47.154158
-20.5,15,47.249772
-27.5,29,47.263785
-19.5,13,47.346861
-24.5,23,47.396905
-64.5,101,47.43494
9.428572,18,47.46697
-24.0,22,47.571064
-32.5,39,47.647132
-20.0,14,47.661145
-64.5,101,47.705185
6.0714283,19,47.761829
8.071428,15,47.793079
4.5714283,22,47.905987
13.857142,12,47.986452
-64.5,101,48.121575
-17.5,9,48.184633
5.142857,18,48.309745
-64.5,101,48.342386
-64.5,101,48.492835
-28.5,31,48.523863
-64.5,101,48.686663
-26.5,27,48.706676
8.571428,14,48.793755
-24.0,22,48.824992
11.571428,8,48.844732
13.857142,12,48.903836
5.5,23,48.996919
10.428572,16,49.011933
-64.5,101,49.011933
6.214286,13,49.093007
-64.5,101,49.148479
-25.5,25,49.148479
3.642857,21,49.278811
-19.0,12,49.346637
11.0,12,49.424762
8.214286,9,49.477917
-64.5,101,49.630069
-0.28571415,26,49.645694
10.642857,7,49.68253
-18.5,11,49.713767
-64.5,101,49.713767
-64.5,101,49.776266
-7.357143,43,50.027184
-21.0,16,50.158081
-64.5,101,50.433028
-64.5,101,50.478068
-64.5,101,50.543128
0.71428585,24,50.597176
8.142857,12,50.674247
-18.0,10,50.738231
-64.5,101,50.854336
-22.5,19,50.861342
12.0,10,50.912241
10.928572,15,51.01508
7.642857,13,51.100158
-64.5,101,51.133187
-64.5,101,51.197247
5.5714283,20,51.228274
-17.5,9,51.253847
2.5714283,26,51.298874
12.857142,14,51.379306
-27.5,29,51.410534
2.5714283,26,51.426159
-64.5,101,51.51024
2.642857,23,51.525865
-23.0,20,51.54149
-23.5,21,51.556771
-22.5,19,51.631839
-24.5,23,51.700902
-18.0,10,51.767963
-18.0,10,51.839028
8.5,17,56.113541
-64.5,101,56.414829
-64.5,101,56.414829
-19.5,13,56.509463
-64.5,101,56.516469
5.142857,18,56.534487
-22.5,19,56.639105
4.0,26,56.687147
-25.5,25,56.845719
-23.0,20,56.861733
-64.5,101,56.888758
9.5,15,56.949689
-21.0,16,56.965313
-24.0,22,57.018254
-20.0,14,57.054949
-23.5,21,57.086199
-25.5,25,57.185352
-64.5,101,57.247851
-1.5714283,40,57.495108
-64.5,101,57.707423
-64.5,101,57.744233
-20.5,15,57.822358
-64.5,101,57.858962
-21.0,16,57.921462
-21.5,17,57.9582
8.071428,15,58.020668
-64.5,101,58.20326
8.5,17,58.318652
-22.5,19,58.449062
-64.5,101,58.449062
14.357142,11,58.532623
-22.0,18,58.663027
-64.5,101,58.678652
-64.5,101,58.741152
-30.5,35,58.892589
0.14285707,28,58.908214
-17.5,9,58.955089
8.0,18,59.023622
-64.5,101,59.10715
5.8571424,28,59.122762
12.0,10,59.185262
5.642857,17,59.221873
-64.5,101,59.295796
-20.0,14,59.389881
-30.5,35,59.617585
-64.5,101,59.681549
-21.5,17,59.791974
-64.5,101,59.843128
-64.5,101,59.874378
5.642857,17,59.973494
-21.0,16,60.072674
4.5714283,22,60.203027
