#{"t_start": 1655371079.4104939, "env_id": null}
r,l,t
16.214285,13,31.942789
3.2857141,16,40.181876
11.714285,22,54.425463
-18.5,11,58.741586
-21.0,16,77.781009
-24.0,22,77.781009
5.285714,32,140.367699
0.0714286,11,168.143833
-17.5,9,188.752811
-64.5,101,206.921141
-0.07142854,17,207.02924
-64.5,101,207.147226
-64.5,101,207.147226
-17.0,8,207.178453
-5.785714,37,207.240953
-22.0,18,207.262044
6.642857,15,207.358375
-64.5,101,207.40096
-24.5,23,207.410116
12.928572,11,207.47657
-21.0,16,207.47657
-22.0,18,207.593676
-43.5,61,207.820595
-64.5,101,207.872715
-0.21428585,23,207.956244
-20.5,15,207.956244
-64.5,101,208.114091
-12.214286,27,208.1231
18.214285,9,208.177443
-64.5,101,208.22949
4.785714,13,208.25889
5.214286,15,208.323697
-23.0,20,208.37354
13.714285,18,208.425718
13.214285,19,208.543017
-64.5,101,208.558627
14.714285,16,208.661505
-26.5,27,208.70838
-64.5,101,208.724005
-31.0,36,208.95416
-64.5,101,209.008924
13.142857,22,209.096892
-64.5,101,209.273562
-64.5,101,209.33192
2.2857141,18,209.446598
-25.5,25,209.446598
-64.5,101,209.623438
-4.214286,31,209.648228
12.857142,14,209.708519
-64.5,101,209.724145
-23.0,20,209.755395
-25.5,25,209.870177
-22.0,18,209.870177
0.5714286,10,209.926078
-64.5,101,210.059956
12.5,9,210.106831
9.714285,26,210.276911
-64.5,101,210.323786
-19.0,12,210.360529
-64.5,101,210.491045
-26.5,27,210.528968
-64.5,101,210.544153
15.714285,14,210.575383
-22.0,18,210.643344
-22.5,19,210.674595
-18.0,10,210.71842
-35.5,45,210.775325
-2.142857,24,210.843197
-64.5,101,210.921322
-64.5,101,211.293447
-64.5,101,211.378285
-64.5,101,211.461795
-19.5,13,211.545343
-64.5,101,211.545343
15.214285,15,211.623434
0.28571415,22,211.676345
7.5,19,211.795912
-64.5,101,211.895064
-64.5,101,211.994181
-1.9285715,15,212.114674
-64.5,101,212.276292
-64.5,101,212.444527
-19.0,12,216.564239
-64.5,101,216.600984
1.7142859,22,216.715743
-64.5,101,216.789233
7.642857,13,216.880717
8.142857,12,216.969798
-64.5,101,216.969798
-30.5,35,216.969798
17.214285,11,217.039476
7.5714283,16,217.066347
-20.5,15,217.128847
-28.5,31,217.144472
-64.5,101,217.197423
-24.5,23,217.259539
-30.5,35,217.445199
-22.0,18,217.558592
-64.5,101,217.651546
3.2857141,16,217.651546
-18.0,10,217.714046
-19.0,12,217.735224
-64.5,101,217.758056
-18.5,11,217.799093
-64.5,101,217.80115
-18.0,10,217.80115
-21.5,17,217.854319
-20.0,14,217.869914
13.714285,18,217.901164
-30.0,34,218.015904
-28.5,31,218.091534
-27.5,29,218.218946
-5.785714,37,218.319126
-64.5,101,218.497667
-64.5,101,218.550851
-22.5,19,218.636737
-24.0,22,218.793211
-64.5,101,218.863734
3.642857,21,218.915905
-19.5,13,218.947155
-64.5,101,218.96278
13.214285,19,219.046291
5.142857,18,219.061915
8.142857,12,219.12653
-64.5,101,219.1857
-23.0,20,219.316667
16.785713,9,219.36904
-64.5,101,219.530657
-28.5,31,219.561907
6.214286,13,219.616933
5.357143,9,219.673985
-64.5,101,219.703012
-64.5,101,219.756059
-22.5,19,219.863498
13.142857,22,219.999873
-17.0,8,220.036497
-17.0,8,220.083361
-18.5,11,220.151333
-64.5,101,220.166942
1.5,11,220.233437
-18.0,10,220.23647
-64.5,101,220.27317
-18.5,11,220.308835
-64.5,101,220.319879
-1.9285715,15,220.335481
-0.6428571,21,220.434651
-21.0,16,220.549406
-20.5,15,220.633503
-64.5,101,220.885454
-64.5,101,220.916704
-64.5,101,220.937727
-22.0,18,221.000215
11.857142,16,221.015839
-21.0,16,221.031465
-21.0,16,221.146567
-25.5,25,221.199161
-64.5,101,221.253345
4.9285717,27,221.334653
6.5714283,18,221.381527
12.357142,15,221.44958
5.785714,11,221.465205
-64.5,101,221.663419
-33.0,40,221.694669
-23.5,21,221.799953
-64.5,101,221.83802
0.0714286,11,221.85916
-20.5,15,221.921618
1.2857141,20,221.974408
-64.5,101,222.06304
-2.9285715,17,222.091834
-30.5,35,222.288004
-64.5,101,222.329382
-22.5,19,222.387062
16.071428,19,222.436246
-64.5,101,222.55443
-26.5,27,222.601263
13.214285,19,222.6854
10.5,13,222.701025
-64.5,101,222.71665
21.0,12,226.261832
-24.5,23,226.360974
-23.0,20,226.392202
-18.5,11,226.454702
-64.5,101,226.573156
-2.5714285,22,226.61001
-21.5,17,226.71379
-17.0,8,226.770842
-64.5,101,226.864927
1.7857141,19,226.907967
1.7857141,19,227.038085
-64.5,101,227.091133
-18.0,10,227.098139
-64.5,101,227.268293
10.428572,16,227.377393
-25.0,24,227.521523
-64.5,101,227.545545
-17.5,9,227.598593
-18.5,11,227.67166
