#{"t_start": 1655371332.6542723, "env_id": null}
r,l,t
16.214285,13,0.16615
3.2857141,16,0.185458
11.714285,22,0.222492
-18.5,11,0.235503
-21.0,16,0.330263
-24.0,22,0.330263
5.285714,32,0.424102
0.0714286,11,0.510091
-17.5,9,0.589163
-64.5,101,0.773081
-0.07142854,17,0.90696
-64.5,101,1.053971
-64.5,101,1.053971
-17.0,8,1.117375
-5.785714,37,1.183435
-22.0,18,1.201452
6.642857,15,1.323038
-64.5,101,1.375046
-24.5,23,1.375046
12.928572,11,1.458186
-21.0,16,1.458186
-22.0,18,1.572137
-43.5,61,1.819885
-64.5,101,1.871968
-0.21428585,23,1.976083
-20.5,15,1.991709
-64.5,101,2.157893
-12.214286,27,2.157893
18.214285,9,2.222279
-64.5,101,2.278399
4.785714,13,2.322294
5.214286,15,2.375323
-23.0,20,2.446376
13.714285,18,2.493129
13.214285,19,2.610912
-64.5,101,2.637937
14.714285,16,2.72704
-26.5,27,2.78122
-64.5,101,2.80436
-31.0,36,3.080933
-64.5,101,3.12097
13.142857,22,3.206571
-64.5,101,3.371069
-64.5,101,3.423321
2.2857141,18,3.557259
-25.5,25,3.557259
-64.5,101,3.734638
-4.214286,31,3.750264
12.857142,14,3.818787
-64.5,101,3.818787
-23.0,20,3.878042
-25.5,25,3.98951
-22.0,18,3.98951
0.5714286,10,4.039644
-64.5,101,4.185636
12.5,9,4.257062
9.714285,26,4.407439
-64.5,101,4.460412
-19.0,12,4.491651
-64.5,101,4.609578
-26.5,27,4.640828
-64.5,101,4.687896
15.714285,14,4.708829
-22.0,18,4.807987
-22.5,19,4.839213
-18.0,10,4.873548
-35.5,45,4.94154
-2.142857,24,5.004039
-64.5,101,5.087614
-64.5,101,5.45727
-64.5,101,5.55644
-64.5,101,5.639932
-19.5,13,5.702455
-64.5,101,5.702455
15.214285,15,5.786019
0.28571415,22,5.832894
7.5,19,5.964025
-64.5,101,6.091417
-64.5,101,6.206243
-1.9285715,15,6.321225
-64.5,101,6.494437
-64.5,101,6.66216
-19.0,12,10.474301
-64.5,101,10.505551
1.7142859,22,10.635965
-64.5,101,10.70446
7.642857,13,10.798679
8.142857,12,10.882194
-64.5,101,10.882194
-30.5,35,10.882194
17.214285,11,10.944682
7.5714283,16,10.992669
-20.5,15,11.059769
-28.5,31,11.0938
-64.5,101,11.136839
-24.5,23,11.195499
-30.5,35,11.412125
-22.0,18,11.542573
-64.5,101,11.663363
3.2857141,16,11.678988
-18.0,10,11.746597
-19.0,12,11.777848
-64.5,101,11.800724
-18.5,11,11.849768
-64.5,101,11.857776
-18.0,10,11.863802
-21.5,17,11.936566
-20.0,14,11.959587
13.714285,18,11.980576
-30.0,34,12.111901
-28.5,31,12.192371
-27.5,29,12.297544
-5.785714,37,12.414942
-64.5,101,12.607824
-64.5,101,12.660098
-22.5,19,12.74421
-24.0,22,12.896975
-64.5,101,12.980474
3.642857,21,13.043
-19.5,13,13.078661
-64.5,101,13.10992
13.214285,19,13.209107
5.142857,18,13.224732
8.142857,12,13.271607
-64.5,101,13.339553
-23.0,20,13.451432
16.785713,9,13.513932
-64.5,101,13.665314
