#{"t_start": 1654756550.329943, "env_id": null}
r,l,t
6.142857,16,0.211351
-26.0,26,0.279537
-19.5,13,0.376252
-23.5,21,0.557177
-18.5,11,0.655416
-22.5,19,0.816161
-64.5,101,1.838793
-64.5,101,1.838793
-19.5,13,1.854417
-19.5,13,1.937116
12.857142,14,1.952741
-64.5,101,1.952741
6.5714283,18,1.968366
-19.5,13,2.051015
7.642857,13,2.066641
0.21428585,25,2.161034
-24.5,23,2.272128
-19.5,13,2.293146
3.0,28,2.522355
-26.5,27,2.533365
-21.5,17,2.749561
13.357142,13,3.627072
-64.5,101,3.650093
3.642857,21,3.78875
-64.5,101,3.78875
8.357142,23,3.831789
-17.5,9,3.862816
-17.0,8,3.91452
-25.5,25,3.977018
4.4285717,28,4.117701
2.2142859,21,4.128711
-64.5,101,4.154734
