#{"t_start": 1655415827.3208048, "env_id": null}
r,l,t
-37.5,91,1.166222
-41.0,98,1.254574
-53.5,101,1.334886
-44.5,101,1.334886
-43.5,101,2.367607
-45.5,101,2.435595
-47.5,101,2.498331
-69.5,101,2.498331
-61.5,101,3.5525
-45.5,101,3.626069
-53.5,101,3.674272
-43.5,101,3.674272
-44.5,101,4.630892
-47.5,101,4.705889
-50.5,101,4.784002
-67.5,101,4.784002
-37.5,49,5.35386
-47.5,101,5.819546
-50.5,101,5.903061
-44.5,101,5.934311
-58.5,101,6.493092
-63.5,101,6.935445
-59.5,101,7.021685
-45.5,101,7.056771
-68.5,101,7.623873
-36.5,89,8.039899
-50.5,101,8.075516
-43.5,101,8.16032
-56.5,101,8.756841
-46.5,101,9.211123
-45.5,101,9.257998
-45.5,101,9.341453
-43.5,87,9.741405
-51.5,101,10.340871
-62.5,101,10.372107
-47.5,101,10.453417
-52.0,92,10.725532
-32.5,81,11.210591
-64.5,101,11.324196
-62.5,101,11.355445
-44.5,101,11.726507
-55.5,101,12.275825
-44.5,101,12.406733
-44.5,101,12.427805
-44.5,101,12.811263
-44.5,101,13.358777
-65.5,101,13.49545
-44.5,101,13.511074
-44.5,101,13.927665
-45.0,62,14.045529
-54.5,101,14.662798
-44.5,101,14.694032
-55.5,101,15.119715
-44.5,101,15.244547
-44.5,55,15.328072
-44.5,101,15.828464
-57.5,101,16.147382
-44.5,101,16.277748
-55.5,101,16.340248
-69.5,101,16.909187
-44.5,101,17.283061
-59.0,96,17.397775
-50.5,101,17.4134
-69.5,101,17.961591
-43.5,101,18.350103
-45.5,101,18.511692
-45.5,101,18.563931
-50.5,101,19.075497
-64.5,101,19.446285
-66.5,101,19.561123
-70.5,101,19.578508
-45.5,101,20.097891
-65.5,101,20.431951
-43.5,101,20.562473
-44.5,101,20.578097
-43.5,101,21.204612
-46.5,101,21.597458
-55.5,101,21.720027
-45.5,101,21.735652
-34.5,85,22.136275
-46.5,83,22.652151
-43.5,101,22.735782
-57.5,101,22.881733
-42.5,99,23.220083
-44.5,101,23.732705
-55.5,101,23.799439
-44.5,101,23.929836
-45.5,101,24.304405
-45.5,101,24.774329
-59.5,101,24.836806
-47.5,101,25.001576
-43.5,101,25.348924
-37.0,90,25.784275
-43.5,101,25.951936
-46.5,101,26.088954
-47.5,101,26.420517
-45.5,101,26.839878
-62.5,101,27.017081
-48.5,101,27.164628
-67.5,101,27.502962
-51.5,101,27.839336
-46.5,101,28.032204
-46.5,101,28.177414
-35.5,87,28.440547
-44.5,101,28.988461
-65.5,101,29.172436
-66.5,101,29.308441
-60.5,101,29.506749
-37.5,61,29.958697
-68.5,101,30.073473
-68.5,101,30.259135
-45.0,56,30.569541
-47.5,101,30.626411
-45.5,101,31.19591
-52.5,101,31.36039
-69.5,101,31.665066
-45.5,101,31.711929
-60.5,101,32.260507
-45.5,101,32.422148
-44.5,101,32.728541
-47.5,101,32.775415
-49.5,101,33.30563
-54.5,101,33.483792
-46.5,101,33.792467
-45.5,101,33.845715
-48.5,101,34.369782
-44.5,101,34.540937
-44.5,101,34.831201
-44.5,101,34.87324
-50.5,101,35.40797
-45.5,101,35.603293
-43.5,101,35.894399
-44.5,101,35.950835
