#{"t_start": 1655370561.0758963, "env_id": null}
r,l,t
16.214285,13,0.196962
3.2857141,16,0.221881
11.714285,22,0.267969
-18.5,11,0.281983
-21.0,16,0.371965
-24.0,22,0.371965
5.285714,32,0.512594
0.0714286,11,0.58494
-17.5,9,0.655351
-64.5,101,0.837401
-0.07142854,17,0.969081
-64.5,101,1.104862
-64.5,101,1.104862
-17.0,8,1.170732
-5.785714,37,1.225708
-22.0,18,1.246159
6.642857,15,1.357248
-64.5,101,1.38884
-24.5,23,1.38884
12.928572,11,1.456963
-21.0,16,1.456963
-22.0,18,1.597036
-43.5,61,1.810854
-64.5,101,1.857706
-0.21428585,23,1.96949
-20.5,15,1.985116
-64.5,101,2.171591
-12.214286,27,2.171591
18.214285,9,2.245548
-64.5,101,2.288584
4.785714,13,2.335459
5.214286,15,2.40542
-23.0,20,2.473129
13.714285,18,2.541951
13.214285,19,2.656832
-64.5,101,2.688082
14.714285,16,2.806693
-26.5,27,2.843591
-64.5,101,2.888515
-31.0,36,3.094561
-64.5,101,3.141423
13.142857,22,3.22559
-64.5,101,3.401917
-64.5,101,3.438643
2.2857141,18,3.537871
-25.5,25,3.537871
-64.5,101,3.715127
-4.214286,31,3.730751
12.857142,14,3.817498
-64.5,101,3.826495
-23.0,20,3.878377
-25.5,25,3.989837
-22.0,18,3.989837
0.5714286,10,4.055603
-64.5,101,4.204738
12.5,9,4.257164
9.714285,26,4.391401
-64.5,101,4.438262
-19.0,12,4.459399
-64.5,101,4.590501
-26.5,27,4.621751
-64.5,101,4.653001
15.714285,14,4.689985
-22.0,18,4.771029
-22.5,19,4.807635
-18.0,10,4.838872
-35.5,45,4.929724
-2.142857,24,5.007837
-64.5,101,5.094411
-64.5,101,5.457889
-64.5,101,5.572675
-64.5,101,5.656181
-19.5,13,5.721599
-64.5,101,5.721599
15.214285,15,5.80516
0.28571415,22,5.857446
7.5,19,5.977788
-64.5,101,6.077847
-64.5,101,6.19266
-1.9285715,15,6.307412
-64.5,101,6.458833
-64.5,101,6.593383
