#{"t_start": 1654771139.4942994, "env_id": null}
r,l,t
33.357143,13,0.161146
20.428572,16,0.185167
28.857143,22,0.231209
-18.5,11,0.248224
-21.0,16,0.345313
-24.0,22,0.345313
22.428572,32,0.466918
17.214285,11,0.547438
-17.5,9,0.617502
-64.5,101,0.810678
17.071428,17,0.943799
-64.5,101,1.104012
-64.5,101,1.104012
-17.0,8,1.163098
11.357143,37,1.223517
-22.0,18,1.239512
23.785715,15,1.354603
-64.5,101,1.393014
-24.5,23,1.400021
30.071428,11,1.471895
-21.0,16,1.471895
-22.0,18,1.59901
-43.5,61,1.862249
-64.5,101,1.934315
16.928572,23,2.035407
-20.5,15,2.047418
-64.5,101,2.234386
4.9285717,27,2.243395
35.357143,9,2.309455
-64.5,101,2.371512
21.928572,13,2.410546
22.357143,15,2.468599
-23.0,20,2.523649
30.857143,18,2.577698
30.357143,19,2.685796
-64.5,101,2.709819
31.857143,16,2.816916
-26.5,27,2.861956
-64.5,101,2.891984
-31.0,36,3.131201
-64.5,101,3.182248
30.285713,22,3.289345
-64.5,101,3.520555
-64.5,101,3.560591
19.428572,18,3.6717
-25.5,25,3.672693
-64.5,101,3.86787
12.928572,31,3.881883
30.0,14,3.956952
-64.5,101,3.962957
-23.0,20,4.006997
-25.5,25,4.134112
-22.0,18,4.135113
17.714285,10,4.200172
-64.5,101,4.333293
29.642857,9,4.383338
26.857143,26,4.531474
-64.5,101,4.584522
-19.0,12,4.614549
-64.5,101,4.755677
-26.5,27,4.789707
-64.5,101,4.821736
32.857143,14,4.848761
-22.0,18,4.936842
-22.5,19,4.967869
-18.0,10,5.000899
-35.5,45,5.081973
15.0,24,5.165048
-64.5,101,5.253128
-64.5,101,5.612455
-64.5,101,5.732563
-64.5,101,5.814638
-19.5,13,5.903719
-64.5,101,5.903719
32.357143,15,6.001808
17.428572,22,6.042845
24.642857,19,6.164475
-64.5,101,6.273595
-64.5,101,6.38271
15.214285,15,6.471618
-64.5,101,6.624507
-64.5,101,6.780648
-19.0,12,10.41363
-64.5,101,10.453666
18.857143,22,10.588789
-64.5,101,10.659854
24.785715,13,10.746933
25.285715,12,10.826005
-64.5,101,10.826005
-30.5,35,10.826005
34.357143,11,10.900072
24.714285,16,10.934103
-20.5,15,10.996159
-30.5,35,11.050209
-23.5,21,11.063219
-64.5,101,11.069226
26.785715,9,11.105258
-24.5,23,11.133284
-18.5,11,11.169316
-30.5,35,11.328461
-22.0,18,11.433557
20.428572,16,11.521636
-19.0,12,11.599707
-64.5,101,11.645749
-64.5,101,11.652756
-18.0,10,11.658761
-20.0,14,11.736832
-64.5,101,11.765858
30.857143,18,11.772865
29.5,15,11.861946
-30.0,34,11.878961
-28.5,31,11.929006
24.285715,14,11.942018
-27.5,29,12.04311
29.428572,18,12.04311
11.357143,37,12.138196
19.785715,23,12.178233
21.928572,13,12.253301
-21.0,16,12.356395
-64.5,101,12.378415
-64.5,101,12.651663
-19.5,13,12.723729
-64.5,101,12.74775
30.357143,19,12.844838
22.285715,18,12.86886
25.285715,12,12.935921
-64.5,101,12.993974
-64.5,101,13.015994
-24.5,23,13.161126
-64.5,101,13.515447
-64.5,101,13.574501
-64.5,101,13.631552
-22.5,19,13.692609
-64.5,101,13.777685
30.285713,22,13.816721
-17.0,8,13.875774
-23.0,20,13.91481
-17.0,8,13.940833
26.714285,12,14.00289
-18.5,11,14.015901
18.642857,11,14.081961
19.5,15,14.093972
-18.5,11,14.147021
-64.5,101,14.160033
15.214285,15,14.185055
